cola_p1,cola_p2,dist_p1,dist_p2,decision_correcta
11,28,5.0,12.0,Pala 1
4,37,5.0,12.0,Pala 1
33,45,5.0,12.0,Pala 1
47,32,5.0,12.0,Pala 2
36,17,5.0,12.0,Pala 2
14,6,5.0,12.0,Pala 2
43,0,5.0,12.0,Pala 2
35,32,5.0,12.0,Pala 1
14,0,5.0,12.0,Pala 2
42,23,5.0,12.0,Pala 2
47,3,5.0,12.0,Pala 2
22,3,5.0,12.0,Pala 2
5,17,5.0,12.0,Pala 1
45,26,5.0,12.0,Pala 2
49,42,5.0,12.0,Pala 2
43,31,5.0,12.0,Pala 2
42,32,5.0,12.0,Pala 2
44,27,5.0,12.0,Pala 2
20,41,5.0,12.0,Pala 1
22,40,5.0,12.0,Pala 1
42,35,5.0,12.0,Pala 2
15,5,5.0,12.0,Pala 1
46,15,5.0,12.0,Pala 2
14,33,5.0,12.0,Pala 1
24,22,5.0,12.0,Pala 1
35,49,5.0,12.0,Pala 1
10,41,5.0,12.0,Pala 1
14,23,5.0,12.0,Pala 1
3,48,5.0,12.0,Pala 1
20,12,5.0,12.0,Pala 2
12,17,5.0,12.0,Pala 1
21,12,5.0,12.0,Pala 2
18,48,5.0,12.0,Pala 1
33,36,5.0,12.0,Pala 1
13,42,5.0,12.0,Pala 1
3,38,5.0,12.0,Pala 1
47,41,5.0,12.0,Pala 2
45,16,5.0,12.0,Pala 2
26,14,5.0,12.0,Pala 2
28,17,5.0,12.0,Pala 2
46,22,5.0,12.0,Pala 2
27,29,5.0,12.0,Pala 1
34,33,5.0,12.0,Pala 1
7,3,5.0,12.0,Pala 1
15,2,5.0,12.0,Pala 2
41,6,5.0,12.0,Pala 2
35,17,5.0,12.0,Pala 2
29,41,5.0,12.0,Pala 1
17,6,5.0,12.0,Pala 2
1,39,5.0,12.0,Pala 1
48,5,5.0,12.0,Pala 2
12,21,5.0,12.0,Pala 1
3,0,5.0,12.0,Pala 1
25,3,5.0,12.0,Pala 2
24,45,5.0,12.0,Pala 1
29,48,5.0,12.0,Pala 1
10,49,5.0,12.0,Pala 1
6,42,5.0,12.0,Pala 1
30,28,5.0,12.0,Pala 1
43,20,5.0,12.0,Pala 2
9,25,5.0,12.0,Pala 1
38,13,5.0,12.0,Pala 2
12,8,5.0,12.0,Pala 2
30,46,5.0,12.0,Pala 1
6,11,5.0,12.0,Pala 1
48,41,5.0,12.0,Pala 1
41,5,5.0,12.0,Pala 2
41,19,5.0,12.0,Pala 2
35,23,5.0,12.0,Pala 2
19,26,5.0,12.0,Pala 1
3,37,5.0,12.0,Pala 1
6,7,5.0,12.0,Pala 1
0,0,5.0,12.0,Pala 1
43,48,5.0,12.0,Pala 1
44,48,5.0,12.0,Pala 2
41,23,5.0,12.0,Pala 2
46,46,5.0,12.0,Pala 1
12,6,5.0,12.0,Pala 1
21,18,5.0,12.0,Pala 2
20,21,5.0,12.0,Pala 1
21,34,5.0,12.0,Pala 1
27,29,5.0,12.0,Pala 1
8,28,5.0,12.0,Pala 1
25,21,5.0,12.0,Pala 2
8,10,5.0,12.0,Pala 1
14,19,5.0,12.0,Pala 1
9,28,5.0,12.0,Pala 1
23,40,5.0,12.0,Pala 1
41,41,5.0,12.0,Pala 2
7,33,5.0,12.0,Pala 1
23,0,5.0,12.0,Pala 2
15,30,5.0,12.0,Pala 1
48,29,5.0,12.0,Pala 2
25,47,5.0,12.0,Pala 1
26,17,5.0,12.0,Pala 2
36,16,5.0,12.0,Pala 2
3,37,5.0,12.0,Pala 1
49,13,5.0,12.0,Pala 2
23,22,5.0,12.0,Pala 1
18,24,5.0,12.0,Pala 1
35,14,5.0,12.0,Pala 2
38,45,5.0,12.0,Pala 1
9,21,5.0,12.0,Pala 1
24,2,5.0,12.0,Pala 2
17,18,5.0,12.0,Pala 1
18,43,5.0,12.0,Pala 1
35,33,5.0,12.0,Pala 1
9,34,5.0,12.0,Pala 1
32,49,5.0,12.0,Pala 1
49,0,5.0,12.0,Pala 2
4,20,5.0,12.0,Pala 1
46,28,5.0,12.0,Pala 2
48,5,5.0,12.0,Pala 2
34,36,5.0,12.0,Pala 1
43,0,5.0,12.0,Pala 2
33,0,5.0,12.0,Pala 2
32,26,5.0,12.0,Pala 2
20,20,5.0,12.0,Pala 1
16,15,5.0,12.0,Pala 2
21,43,5.0,12.0,Pala 1
47,39,5.0,12.0,Pala 2
36,25,5.0,12.0,Pala 2
14,15,5.0,12.0,Pala 1
34,27,5.0,12.0,Pala 2
27,0,5.0,12.0,Pala 2
6,35,5.0,12.0,Pala 1
31,9,5.0,12.0,Pala 2
10,42,5.0,12.0,Pala 1
9,16,5.0,12.0,Pala 1
8,22,5.0,12.0,Pala 1
13,6,5.0,12.0,Pala 2
12,43,5.0,12.0,Pala 1
24,6,5.0,12.0,Pala 2
1,43,5.0,12.0,Pala 1
34,14,5.0,12.0,Pala 2
6,33,5.0,12.0,Pala 1
20,45,5.0,12.0,Pala 1
17,44,5.0,12.0,Pala 1
2,3,5.0,12.0,Pala 2
41,13,5.0,12.0,Pala 2
38,13,5.0,12.0,Pala 2
40,15,5.0,12.0,Pala 2
48,6,5.0,12.0,Pala 2
10,31,5.0,12.0,Pala 1
38,18,5.0,12.0,Pala 2
23,1,5.0,12.0,Pala 2
45,9,5.0,12.0,Pala 2
18,49,5.0,12.0,Pala 1
3,16,5.0,12.0,Pala 1
25,36,5.0,12.0,Pala 1
37,11,5.0,12.0,Pala 2
41,5,5.0,12.0,Pala 2
31,21,5.0,12.0,Pala 2
38,31,5.0,12.0,Pala 1
44,40,5.0,12.0,Pala 2
45,19,5.0,12.0,Pala 2
35,0,5.0,12.0,Pala 2
39,46,5.0,12.0,Pala 1
36,5,5.0,12.0,Pala 2
32,18,5.0,12.0,Pala 2
35,17,5.0,12.0,Pala 2
2,5,5.0,12.0,Pala 1
8,44,5.0,12.0,Pala 1
7,32,5.0,12.0,Pala 1
32,22,5.0,12.0,Pala 2
5,22,5.0,12.0,Pala 1
40,25,5.0,12.0,Pala 2
38,12,5.0,12.0,Pala 2
3,6,5.0,12.0,Pala 1
12,14,5.0,12.0,Pala 1
48,43,5.0,12.0,Pala 2
1,26,5.0,12.0,Pala 1
4,25,5.0,12.0,Pala 1
43,32,5.0,12.0,Pala 2
26,14,5.0,12.0,Pala 2
31,35,5.0,12.0,Pala 1
20,44,5.0,12.0,Pala 1
7,26,5.0,12.0,Pala 1
37,4,5.0,12.0,Pala 2
7,1,5.0,12.0,Pala 2
49,32,5.0,12.0,Pala 2
2,15,5.0,12.0,Pala 1
43,22,5.0,12.0,Pala 2
2,37,5.0,12.0,Pala 1
21,15,5.0,12.0,Pala 2
5,13,5.0,12.0,Pala 1
1,28,5.0,12.0,Pala 1
22,25,5.0,12.0,Pala 1
43,34,5.0,12.0,Pala 2
1,14,5.0,12.0,Pala 1
37,2,5.0,12.0,Pala 2
16,22,5.0,12.0,Pala 1
34,28,5.0,12.0,Pala 2
33,33,5.0,12.0,Pala 1
22,32,5.0,12.0,Pala 1
29,40,5.0,12.0,Pala 1
7,40,5.0,12.0,Pala 1
21,22,5.0,12.0,Pala 2
43,6,5.0,12.0,Pala 2
35,2,5.0,12.0,Pala 2
4,31,5.0,12.0,Pala 1
12,30,5.0,12.0,Pala 1
28,17,5.0,12.0,Pala 2
30,42,5.0,12.0,Pala 1
46,6,5.0,12.0,Pala 2
15,40,5.0,12.0,Pala 1
41,0,5.0,12.0,Pala 2
29,13,5.0,12.0,Pala 2
15,31,5.0,12.0,Pala 1
11,5,5.0,12.0,Pala 1
16,38,5.0,12.0,Pala 1
15,9,5.0,12.0,Pala 2
11,6,5.0,12.0,Pala 2
7,25,5.0,12.0,Pala 1
19,33,5.0,12.0,Pala 1
2,29,5.0,12.0,Pala 1
15,35,5.0,12.0,Pala 1
29,20,5.0,12.0,Pala 2
44,16,5.0,12.0,Pala 2
22,32,5.0,12.0,Pala 1
27,9,5.0,12.0,Pala 2
39,46,5.0,12.0,Pala 1
4,41,5.0,12.0,Pala 1
19,11,5.0,12.0,Pala 2
39,15,5.0,12.0,Pala 2
43,40,5.0,12.0,Pala 2
0,31,5.0,12.0,Pala 1
29,14,5.0,12.0,Pala 2
20,26,5.0,12.0,Pala 1
19,27,5.0,12.0,Pala 1
5,16,5.0,12.0,Pala 1
21,45,5.0,12.0,Pala 1
17,49,5.0,12.0,Pala 1
7,1,5.0,12.0,Pala 2
38,35,5.0,12.0,Pala 1
31,49,5.0,12.0,Pala 1
32,6,5.0,12.0,Pala 2
15,12,5.0,12.0,Pala 2
11,14,5.0,12.0,Pala 1
37,24,5.0,12.0,Pala 2
33,22,5.0,12.0,Pala 2
13,21,5.0,12.0,Pala 1
35,25,5.0,12.0,Pala 2
32,32,5.0,12.0,Pala 1
22,10,5.0,12.0,Pala 2
49,9,5.0,12.0,Pala 2
44,24,5.0,12.0,Pala 2
1,36,5.0,12.0,Pala 1
40,47,5.0,12.0,Pala 1
20,42,5.0,12.0,Pala 1
1,37,5.0,12.0,Pala 1
26,40,5.0,12.0,Pala 1
8,44,5.0,12.0,Pala 1
0,23,5.0,12.0,Pala 1
10,39,5.0,12.0,Pala 1
2,45,5.0,12.0,Pala 1
22,32,5.0,12.0,Pala 1
25,16,5.0,12.0,Pala 2
3,23,5.0,12.0,Pala 1
17,36,5.0,12.0,Pala 1
5,1,5.0,12.0,Pala 2
34,31,5.0,12.0,Pala 1
21,23,5.0,12.0,Pala 1
42,8,5.0,12.0,Pala 2
14,3,5.0,12.0,Pala 2
21,16,5.0,12.0,Pala 2
36,16,5.0,12.0,Pala 2
41,49,5.0,12.0,Pala 1
11,47,5.0,12.0,Pala 1
46,29,5.0,12.0,Pala 2
48,39,5.0,12.0,Pala 2
41,10,5.0,12.0,Pala 2
37,20,5.0,12.0,Pala 2
17,20,5.0,12.0,Pala 1
44,17,5.0,12.0,Pala 2
34,28,5.0,12.0,Pala 1
29,23,5.0,12.0,Pala 2
23,9,5.0,12.0,Pala 2
41,44,5.0,12.0,Pala 1
29,16,5.0,12.0,Pala 2
13,17,5.0,12.0,Pala 1
5,41,5.0,12.0,Pala 1
2,47,5.0,12.0,Pala 1
15,19,5.0,12.0,Pala 1
6,36,5.0,12.0,Pala 1
13,44,5.0,12.0,Pala 1
8,17,5.0,12.0,Pala 1
14,16,5.0,12.0,Pala 2
20,8,5.0,12.0,Pala 2
34,13,5.0,12.0,Pala 2
1,48,5.0,12.0,Pala 1
26,28,5.0,12.0,Pala 1
1,30,5.0,12.0,Pala 1
34,3,5.0,12.0,Pala 2
17,17,5.0,12.0,Pala 2
13,19,5.0,12.0,Pala 1
19,46,5.0,12.0,Pala 1
17,42,5.0,12.0,Pala 1
9,43,5.0,12.0,Pala 1
24,8,5.0,12.0,Pala 2
1,12,5.0,12.0,Pala 1
24,14,5.0,12.0,Pala 2
32,26,5.0,12.0,Pala 2
35,14,5.0,12.0,Pala 2
30,27,5.0,12.0,Pala 1
13,36,5.0,12.0,Pala 1
0,18,5.0,12.0,Pala 1
45,25,5.0,12.0,Pala 2
15,25,5.0,12.0,Pala 1
45,24,5.0,12.0,Pala 2
2,25,5.0,12.0,Pala 1
34,25,5.0,12.0,Pala 2
40,45,5.0,12.0,Pala 1
5,27,5.0,12.0,Pala 1
24,48,5.0,12.0,Pala 1
12,17,5.0,12.0,Pala 1
33,31,5.0,12.0,Pala 2
7,2,5.0,12.0,Pala 2
20,1,5.0,12.0,Pala 2
33,32,5.0,12.0,Pala 1
3,41,5.0,12.0,Pala 1
24,18,5.0,12.0,Pala 2
14,16,5.0,12.0,Pala 1
3,43,5.0,12.0,Pala 1
44,32,5.0,12.0,Pala 2
11,11,5.0,12.0,Pala 1
31,48,5.0,12.0,Pala 1
31,2,5.0,12.0,Pala 2
27,42,5.0,12.0,Pala 1
12,48,5.0,12.0,Pala 1
30,25,5.0,12.0,Pala 2
13,34,5.0,12.0,Pala 1
19,7,5.0,12.0,Pala 2
17,35,5.0,12.0,Pala 1
28,6,5.0,12.0,Pala 2
5,45,5.0,12.0,Pala 1
31,45,5.0,12.0,Pala 1
28,35,5.0,12.0,Pala 1
42,15,5.0,12.0,Pala 2
1,23,5.0,12.0,Pala 1
22,0,5.0,12.0,Pala 2
18,48,5.0,12.0,Pala 1
30,24,5.0,12.0,Pala 2
4,9,5.0,12.0,Pala 1
18,15,5.0,12.0,Pala 2
33,15,5.0,12.0,Pala 2
9,7,5.0,12.0,Pala 2
24,28,5.0,12.0,Pala 1
1,38,5.0,12.0,Pala 1
10,27,5.0,12.0,Pala 1
49,5,5.0,12.0,Pala 2
30,15,5.0,12.0,Pala 2
14,19,5.0,12.0,Pala 1
8,15,5.0,12.0,Pala 1
22,6,5.0,12.0,Pala 2
18,40,5.0,12.0,Pala 1
8,13,5.0,12.0,Pala 1
34,42,5.0,12.0,Pala 1
20,25,5.0,12.0,Pala 1
8,25,5.0,12.0,Pala 1
27,13,5.0,12.0,Pala 2
45,6,5.0,12.0,Pala 2
6,32,5.0,12.0,Pala 1
15,25,5.0,12.0,Pala 1
15,44,5.0,12.0,Pala 1
32,19,5.0,12.0,Pala 2
3,2,5.0,12.0,Pala 1
3,3,5.0,12.0,Pala 1
38,25,5.0,12.0,Pala 2
39,10,5.0,12.0,Pala 2
16,1,5.0,12.0,Pala 2
36,13,5.0,12.0,Pala 2
38,43,5.0,12.0,Pala 1
28,29,5.0,12.0,Pala 1
35,48,5.0,12.0,Pala 1
37,11,5.0,12.0,Pala 2
38,25,5.0,12.0,Pala 2
49,43,5.0,12.0,Pala 1
36,32,5.0,12.0,Pala 2
34,12,5.0,12.0,Pala 2
6,13,5.0,12.0,Pala 1
26,23,5.0,12.0,Pala 1
27,33,5.0,12.0,Pala 1
21,43,5.0,12.0,Pala 1
13,25,5.0,12.0,Pala 1
6,20,5.0,12.0,Pala 1
36,27,5.0,12.0,Pala 2
21,47,5.0,12.0,Pala 1
4,35,5.0,12.0,Pala 1
1,39,5.0,12.0,Pala 1
26,1,5.0,12.0,Pala 2
20,41,5.0,12.0,Pala 1
37,8,5.0,12.0,Pala 2
14,22,5.0,12.0,Pala 1
20,14,5.0,12.0,Pala 1
9,12,5.0,12.0,Pala 1
22,22,5.0,12.0,Pala 1
38,16,5.0,12.0,Pala 2
4,47,5.0,12.0,Pala 1
0,1,5.0,12.0,Pala 1
12,19,5.0,12.0,Pala 1
20,19,5.0,12.0,Pala 2
25,45,5.0,12.0,Pala 1
49,2,5.0,12.0,Pala 2
44,11,5.0,12.0,Pala 2
20,39,5.0,12.0,Pala 1
17,1,5.0,12.0,Pala 2
36,35,5.0,12.0,Pala 2
44,13,5.0,12.0,Pala 2
31,15,5.0,12.0,Pala 2
35,18,5.0,12.0,Pala 2
16,33,5.0,12.0,Pala 1
34,43,5.0,12.0,Pala 1
48,45,5.0,12.0,Pala 2
10,5,5.0,12.0,Pala 2
20,12,5.0,12.0,Pala 2
25,35,5.0,12.0,Pala 1
3,21,5.0,12.0,Pala 1
33,17,5.0,12.0,Pala 2
47,11,5.0,12.0,Pala 2
17,29,5.0,12.0,Pala 1
39,39,5.0,12.0,Pala 1
34,6,5.0,12.0,Pala 2
40,31,5.0,12.0,Pala 2
28,47,5.0,12.0,Pala 1
28,18,5.0,12.0,Pala 2
37,5,5.0,12.0,Pala 2
41,19,5.0,12.0,Pala 2
20,26,5.0,12.0,Pala 1
41,42,5.0,12.0,Pala 1
12,36,5.0,12.0,Pala 1
48,47,5.0,12.0,Pala 1
40,6,5.0,12.0,Pala 2
16,4,5.0,12.0,Pala 2
8,10,5.0,12.0,Pala 1
40,14,5.0,12.0,Pala 2
0,2,5.0,12.0,Pala 1
1,4,5.0,12.0,Pala 1
47,22,5.0,12.0,Pala 2
28,36,5.0,12.0,Pala 1
32,8,5.0,12.0,Pala 2
9,14,5.0,12.0,Pala 1
49,2,5.0,12.0,Pala 2
39,28,5.0,12.0,Pala 2
20,5,5.0,12.0,Pala 2
27,16,5.0,12.0,Pala 2
10,25,5.0,12.0,Pala 1
33,20,5.0,12.0,Pala 2
7,7,5.0,12.0,Pala 2
21,20,5.0,12.0,Pala 2
7,10,5.0,12.0,Pala 1
48,37,5.0,12.0,Pala 2
14,7,5.0,12.0,Pala 2
16,41,5.0,12.0,Pala 1
22,23,5.0,12.0,Pala 1
23,34,5.0,12.0,Pala 1
44,13,5.0,12.0,Pala 2
18,13,5.0,12.0,Pala 2
4,9,5.0,12.0,Pala 1
31,11,5.0,12.0,Pala 2
43,37,5.0,12.0,Pala 2
0,43,5.0,12.0,Pala 1
22,45,5.0,12.0,Pala 1
36,33,5.0,12.0,Pala 1
7,40,5.0,12.0,Pala 1
12,9,5.0,12.0,Pala 2
7,16,5.0,12.0,Pala 1
22,16,5.0,12.0,Pala 2
42,2,5.0,12.0,Pala 2
0,30,5.0,12.0,Pala 1
44,0,5.0,12.0,Pala 2
23,11,5.0,12.0,Pala 2
34,38,5.0,12.0,Pala 1
23,3,5.0,12.0,Pala 2
16,41,5.0,12.0,Pala 1
4,12,5.0,12.0,Pala 1
19,33,5.0,12.0,Pala 1
20,41,5.0,12.0,Pala 1
39,20,5.0,12.0,Pala 2
30,21,5.0,12.0,Pala 2
45,3,5.0,12.0,Pala 2
35,17,5.0,12.0,Pala 2
10,4,5.0,12.0,Pala 2
14,18,5.0,12.0,Pala 1
18,1,5.0,12.0,Pala 2
6,11,5.0,12.0,Pala 1
27,16,5.0,12.0,Pala 2
42,9,5.0,12.0,Pala 2
4,33,5.0,12.0,Pala 1
4,5,5.0,12.0,Pala 1
29,7,5.0,12.0,Pala 2
31,10,5.0,12.0,Pala 2
7,11,5.0,12.0,Pala 1
9,8,5.0,12.0,Pala 2
37,1,5.0,12.0,Pala 2
46,7,5.0,12.0,Pala 2
31,10,5.0,12.0,Pala 2
47,35,5.0,12.0,Pala 2
27,9,5.0,12.0,Pala 2
16,20,5.0,12.0,Pala 1
30,19,5.0,12.0,Pala 2
7,47,5.0,12.0,Pala 1
39,7,5.0,12.0,Pala 2
24,35,5.0,12.0,Pala 1
8,28,5.0,12.0,Pala 1
1,41,5.0,12.0,Pala 1
14,11,5.0,12.0,Pala 2
49,13,5.0,12.0,Pala 2
2,47,5.0,12.0,Pala 1
48,49,5.0,12.0,Pala 1
35,20,5.0,12.0,Pala 2
3,21,5.0,12.0,Pala 1
13,20,5.0,12.0,Pala 1
40,43,5.0,12.0,Pala 1
40,49,5.0,12.0,Pala 1
24,29,5.0,12.0,Pala 1
49,38,5.0,12.0,Pala 2
9,19,5.0,12.0,Pala 1
20,23,5.0,12.0,Pala 1
35,22,5.0,12.0,Pala 1
11,6,5.0,12.0,Pala 1
26,8,5.0,12.0,Pala 2
39,0,5.0,12.0,Pala 2
1,25,5.0,12.0,Pala 1
12,37,5.0,12.0,Pala 1
31,37,5.0,12.0,Pala 1
30,43,5.0,12.0,Pala 1
15,21,5.0,12.0,Pala 1
31,43,5.0,12.0,Pala 1
31,9,5.0,12.0,Pala 2
33,5,5.0,12.0,Pala 2
10,16,5.0,12.0,Pala 1
9,49,5.0,12.0,Pala 1
14,37,5.0,12.0,Pala 1
16,23,5.0,12.0,Pala 1
39,9,5.0,12.0,Pala 2
17,7,5.0,12.0,Pala 2
8,20,5.0,12.0,Pala 1
24,5,5.0,12.0,Pala 2
39,20,5.0,12.0,Pala 2
13,38,5.0,12.0,Pala 1
24,23,5.0,12.0,Pala 1
49,32,5.0,12.0,Pala 2
21,17,5.0,12.0,Pala 2
29,27,5.0,12.0,Pala 1
19,31,5.0,12.0,Pala 1
20,11,5.0,12.0,Pala 2
43,47,5.0,12.0,Pala 1
31,41,5.0,12.0,Pala 1
45,26,5.0,12.0,Pala 2
48,9,5.0,12.0,Pala 2
20,45,5.0,12.0,Pala 1
34,41,5.0,12.0,Pala 1
31,31,5.0,12.0,Pala 2
29,41,5.0,12.0,Pala 1
38,25,5.0,12.0,Pala 2
48,24,5.0,12.0,Pala 2
11,10,5.0,12.0,Pala 1
40,22,5.0,12.0,Pala 2
46,33,5.0,12.0,Pala 2
17,39,5.0,12.0,Pala 1
20,22,5.0,12.0,Pala 1
12,28,5.0,12.0,Pala 1
20,30,5.0,12.0,Pala 1
7,6,5.0,12.0,Pala 2
45,39,5.0,12.0,Pala 2
39,32,5.0,12.0,Pala 2
45,20,5.0,12.0,Pala 2
6,1,5.0,12.0,Pala 1
22,17,5.0,12.0,Pala 2
43,46,5.0,12.0,Pala 1
31,32,5.0,12.0,Pala 1
10,36,5.0,12.0,Pala 1
21,33,5.0,12.0,Pala 1
21,19,5.0,12.0,Pala 1
42,34,5.0,12.0,Pala 2
24,49,5.0,12.0,Pala 1
21,17,5.0,12.0,Pala 1
27,45,5.0,12.0,Pala 1
28,23,5.0,12.0,Pala 2
12,7,5.0,12.0,Pala 2
17,29,5.0,12.0,Pala 1
1,43,5.0,12.0,Pala 1
28,9,5.0,12.0,Pala 2
20,22,5.0,12.0,Pala 1
14,48,5.0,12.0,Pala 1
26,10,5.0,12.0,Pala 2
49,1,5.0,12.0,Pala 2
30,25,5.0,12.0,Pala 2
14,35,5.0,12.0,Pala 1
22,32,5.0,12.0,Pala 1
23,46,5.0,12.0,Pala 1
43,12,5.0,12.0,Pala 2
12,39,5.0,12.0,Pala 1
21,24,5.0,12.0,Pala 1
42,3,5.0,12.0,Pala 2
36,41,5.0,12.0,Pala 1
32,18,5.0,12.0,Pala 2
2,17,5.0,12.0,Pala 1
18,36,5.0,12.0,Pala 1
22,29,5.0,12.0,Pala 1
28,18,5.0,12.0,Pala 2
29,22,5.0,12.0,Pala 2
38,15,5.0,12.0,Pala 2
43,0,5.0,12.0,Pala 2
46,11,5.0,12.0,Pala 2
24,23,5.0,12.0,Pala 1
36,33,5.0,12.0,Pala 2
46,7,5.0,12.0,Pala 2
7,17,5.0,12.0,Pala 1
41,47,5.0,12.0,Pala 1
15,4,5.0,12.0,Pala 2
7,25,5.0,12.0,Pala 1
0,29,5.0,12.0,Pala 1
43,12,5.0,12.0,Pala 2
4,18,5.0,12.0,Pala 1
2,28,5.0,12.0,Pala 1
0,2,5.0,12.0,Pala 1
3,25,5.0,12.0,Pala 1
39,39,5.0,12.0,Pala 2
34,11,5.0,12.0,Pala 2
31,1,5.0,12.0,Pala 2
41,10,5.0,12.0,Pala 2
33,43,5.0,12.0,Pala 1
42,27,5.0,12.0,Pala 2
24,17,5.0,12.0,Pala 2
9,12,5.0,12.0,Pala 1
20,36,5.0,12.0,Pala 1
45,21,5.0,12.0,Pala 2
38,11,5.0,12.0,Pala 2
26,1,5.0,12.0,Pala 2
26,36,5.0,12.0,Pala 1
1,6,5.0,12.0,Pala 1
40,25,5.0,12.0,Pala 2
47,25,5.0,12.0,Pala 2
12,23,5.0,12.0,Pala 1
8,11,5.0,12.0,Pala 1
35,15,5.0,12.0,Pala 2
21,22,5.0,12.0,Pala 1
41,39,5.0,12.0,Pala 1
25,8,5.0,12.0,Pala 2
11,31,5.0,12.0,Pala 1
16,14,5.0,12.0,Pala 2
13,36,5.0,12.0,Pala 1
13,12,5.0,12.0,Pala 1
33,4,5.0,12.0,Pala 2
19,10,5.0,12.0,Pala 2
10,9,5.0,12.0,Pala 1
15,12,5.0,12.0,Pala 1
30,40,5.0,12.0,Pala 1
5,45,5.0,12.0,Pala 1
18,49,5.0,12.0,Pala 1
36,14,5.0,12.0,Pala 2
3,41,5.0,12.0,Pala 1
46,6,5.0,12.0,Pala 2
3,39,5.0,12.0,Pala 1
19,27,5.0,12.0,Pala 1
9,31,5.0,12.0,Pala 1
23,34,5.0,12.0,Pala 1
34,14,5.0,12.0,Pala 2
25,47,5.0,12.0,Pala 1
36,35,5.0,12.0,Pala 2
37,20,5.0,12.0,Pala 2
20,5,5.0,12.0,Pala 2
39,0,5.0,12.0,Pala 2
38,3,5.0,12.0,Pala 2
20,10,5.0,12.0,Pala 2
9,43,5.0,12.0,Pala 1
37,25,5.0,12.0,Pala 2
45,36,5.0,12.0,Pala 2
3,22,5.0,12.0,Pala 1
44,28,5.0,12.0,Pala 2
19,20,5.0,12.0,Pala 1
16,47,5.0,12.0,Pala 1
6,44,5.0,12.0,Pala 1
3,44,5.0,12.0,Pala 1
28,48,5.0,12.0,Pala 1
13,26,5.0,12.0,Pala 1
2,38,5.0,12.0,Pala 1
23,39,5.0,12.0,Pala 1
36,12,5.0,12.0,Pala 2
15,22,5.0,12.0,Pala 1
3,15,5.0,12.0,Pala 1
23,29,5.0,12.0,Pala 1
33,3,5.0,12.0,Pala 2
29,39,5.0,12.0,Pala 1
17,15,5.0,12.0,Pala 2
18,30,5.0,12.0,Pala 1
30,41,5.0,12.0,Pala 1
18,24,5.0,12.0,Pala 1
48,43,5.0,12.0,Pala 2
45,11,5.0,12.0,Pala 2
18,25,5.0,12.0,Pala 1
21,36,5.0,12.0,Pala 1
23,47,5.0,12.0,Pala 1
44,32,5.0,12.0,Pala 2
11,27,5.0,12.0,Pala 1
29,8,5.0,12.0,Pala 2
37,11,5.0,12.0,Pala 2
30,4,5.0,12.0,Pala 2
35,27,5.0,12.0,Pala 2
18,34,5.0,12.0,Pala 1
47,4,5.0,12.0,Pala 2
44,33,5.0,12.0,Pala 2
35,45,5.0,12.0,Pala 1
29,33,5.0,12.0,Pala 1
48,12,5.0,12.0,Pala 2
32,38,5.0,12.0,Pala 1
17,41,5.0,12.0,Pala 1
48,44,5.0,12.0,Pala 1
27,47,5.0,12.0,Pala 1
46,13,5.0,12.0,Pala 2
10,10,5.0,12.0,Pala 1
44,41,5.0,12.0,Pala 1
32,37,5.0,12.0,Pala 1
16,3,5.0,12.0,Pala 2
5,32,5.0,12.0,Pala 1
3,6,5.0,12.0,Pala 1
19,40,5.0,12.0,Pala 1
47,7,5.0,12.0,Pala 2
46,36,5.0,12.0,Pala 2
26,9,5.0,12.0,Pala 2
14,42,5.0,12.0,Pala 1
5,14,5.0,12.0,Pala 1
46,37,5.0,12.0,Pala 2
13,14,5.0,12.0,Pala 1
10,4,5.0,12.0,Pala 1
38,28,5.0,12.0,Pala 2
8,18,5.0,12.0,Pala 1
25,9,5.0,12.0,Pala 2
15,11,5.0,12.0,Pala 2
4,3,5.0,12.0,Pala 1
9,30,5.0,12.0,Pala 1
49,17,5.0,12.0,Pala 2
2,15,5.0,12.0,Pala 1
12,39,5.0,12.0,Pala 1
42,35,5.0,12.0,Pala 2
48,24,5.0,12.0,Pala 2
29,22,5.0,12.0,Pala 2
44,11,5.0,12.0,Pala 2
5,33,5.0,12.0,Pala 1
16,35,5.0,12.0,Pala 1
44,36,5.0,12.0,Pala 2
18,2,5.0,12.0,Pala 2
41,8,5.0,12.0,Pala 2
34,17,5.0,12.0,Pala 2
45,42,5.0,12.0,Pala 1
25,34,5.0,12.0,Pala 1
4,33,5.0,12.0,Pala 1
28,40,5.0,12.0,Pala 1
36,13,5.0,12.0,Pala 2
19,3,5.0,12.0,Pala 2
48,28,5.0,12.0,Pala 2
20,40,5.0,12.0,Pala 1
9,44,5.0,12.0,Pala 1
4,49,5.0,12.0,Pala 1
35,14,5.0,12.0,Pala 2
5,27,5.0,12.0,Pala 1
25,41,5.0,12.0,Pala 1
3,15,5.0,12.0,Pala 1
38,11,5.0,12.0,Pala 2
38,4,5.0,12.0,Pala 2
49,33,5.0,12.0,Pala 2
34,41,5.0,12.0,Pala 1
0,0,5.0,12.0,Pala 1
23,38,5.0,12.0,Pala 1
35,31,5.0,12.0,Pala 2
5,25,5.0,12.0,Pala 1
40,16,5.0,12.0,Pala 2
45,47,5.0,12.0,Pala 1
43,26,5.0,12.0,Pala 2
30,23,5.0,12.0,Pala 2
19,34,5.0,12.0,Pala 1
23,45,5.0,12.0,Pala 1
24,41,5.0,12.0,Pala 1
35,38,5.0,12.0,Pala 1
